Index,Plaza Name,City,Geo Codes,Longitude,Latitudes,,,,,,,,
1331,Uthandi,Chennai,"12.8616039,80.1718917",12.8616039,80.1718917,,,,,,,,
1332,UTHMAN,Sirohi,"25.033571,72.94353",25.033571,72.94353,,,,,,,,
1333,"Vaddupalli Toll
Plaza",Anantapur,"14.67349,77.45764",14.67349,77.45764,,,,,,,,
1334,"Vadodara Toll
Plaza",Vadodara,"22.413798,73.149308",22.413798,73.149308,,,,,,,,
1335,"Vadodra Toll
Plaza",Vadodra,"22.353256, 73.236924",22.353256,73.236924,,,,,,,,
1336,"VAGAIKULAM
Toll Plaza","Thoothukud
i","8.7362399,78.0238105",8.7362399,78.0238105,,,,,,,,
1337,"Vaghasiya Toll
Plaza",Morbi,"22.42301,71.088805",22.42301,71.088805,,,,,,,,
1338,"Vaidyakinhi Toll
Plaza",Beed,"18.789594, 75.578082",18.789594,75.578082,,,,,,,,
1339,"Vaiguntham Toll
Plaza",Salem,"11.513282,77.923946",11.513282,77.923946,,,,,,,,
1340,"Vaishnodevi Toll
Plaza",Ahmedabad,"23.128240, 72.517730",23.12824,72.51773,,,,,,,,
1341,"Valayangulam
Toll Plaza",Madurai,"9.8266107,78.0823004",9.8266107,78.0823004,,,,,,,,
1342,"Vallam Toll
Plaza","Tiruvannam
alai","12.744801, 79.151431",12.744801,79.151431,,,,,,,,
1343,"Valsang Toll
Plaza",Valsang,"17.588648,76.076227",17.588648,76.076227,,,,,,,,
1344,"Valvanthankotta
i","Tiruchirappa
lli","10.744371,78.834044",10.744371,78.834044,,,,,,,,
1345,"Vanagaram Toll
Plaza",Tiruvallur,"13.043526,80.149598",13.043526,80.149598,,,,,,,,
1346,Vanagiri,Koppal,"15.819341,76.174865",15.819341,76.174865,,,,,,,,
1347,"Vanana Toll
Plaza",Porbandar,"21.664929,69.709536",21.664929,69.709536,,,,,,,,
1348,"Vandiyur Toll
Plaza",Madurai,"9.939015,78.1764076",9.939015,78.1764076,,,,,,,,
1349,"Vaniyambadi
Toll Plaza",Vellore,"12.648554,78.5833",12.648554,78.5833,,,,,,,,
1350,"Vanpari-
Paddhari Toll",Rajkot,"22.4460011,70.5835058",22.4460011,70.5835058,,,,,,,,
1351,"Vantada Toll
Plaza",Aravalli,"23.61615,73.254472",23.61615,73.254472,,,,,,,,
1352,"Varadharajapura
m",Chennai,"12.9300926,80.0799475",12.9300926,80.0799475,,,,,,,,
1353,Varahi Toll Plaza,Patan,"23.791235,71.427581",23.791235,71.427581,,,,,,,,
1354,"Varwade Toll
Plaza",Solapur,"17.957556,75.330977",17.957556,75.330977,,,,,,,,
1355,Vasad,Anand,"22.453302,73.070523",22.453302,73.070523,,,,,,,,
1356,Vashi Toll Plaza,Mumbai,"19.063952,72.980388",19.063952,72.980388,,,,,,,,
1357,"Vataman Toll
Plaza",Vataman,"22.504330,72.426520",22.50433,72.42652,,,,,,,,
1358,Vavadi Toll Plaza,Panchmahal,"22.792571,73.533274",22.792571,73.533274,,,,,,,,
1359,"Veeracholapura
m Plaza",Villupuram,"11.736464,79.010409",11.736464,79.010409,,,,,,,,
1360,"VeeraValli TOLL
PLAZA",Anantapalli,"16.997034,81.491183",16.997034,81.491183,,,,,,,,
1361,"Velampatti fee
plaza",Tiruppur,"10.99368, 77.41802",10.99368,77.41802,,,,,,,,
1362,Velanchettiyur,Dindigul,"10.6990089,77.93067",10.6990089,77.93067,,,,,,,,
1363,Vempadu,"Vishakhapat
nam","17.397831,82.67582",17.397831,82.67582,,,,,,,,
1364,"Vennathur Toll
Plaza",Manjani,"9.542493, 78.863225",9.542493,78.863225,,,,,,,,
1365,Vidhyasagar Setu Toll Plaza,Howrah,"22.563293, 88.331751",22.563293,88.331751,,,,,,,,
1366,"Vighakhet Toll
Plaza",Lalitpur,"24.789578,78.448855",24.789578,78.448855,,,,,,,,
1367,"Vijayamangalam
Toll Plaza",Erode,"11.245714,77.519702",11.245714,77.519702,,,,,,,,
1368,"Vikkravandi Toll
Plaza",Villupuram,"12.024441,79.538059",12.024441,79.538059,,,,,,,,
1369,Virul Toll Plaza,Wardha,"20.791275, 78.351523",20.791275,78.351523,,,,,,,,
1370,Visapur,Visapur,"19.890278,79.339722",19.890278,79.339722,,,,,,,,
1371,"Vishankheda
Toll Plaza",Raisen,"23.022194,77.570611",23.022194,77.570611,,,,,,,,
1372,Wadgaon,Kalamb,"20.449118, 78.370512",20.449118,78.370512,,,,,,,,
1373,"Wadi Road Toll
Plaza",Nagpur,"21.1489772,79.0028058",21.1489772,79.0028058,,,,,,,,
1374,Waifal Toll Plaza,Nagpur,"20.978788, 78.932204",20.978788,78.932204,,,,,,,,
1375,"WARYAM
NANGAL TOLL",Amritsar,"31.731947,75.041365",31.731947,75.041365,,,,,,,,
1376,"Yashwantpur
Toll Plaza",Sandur,"15.051567, 76.508268",15.051567,76.508268,,,,,,,,
1377,"Yedashi Toll
Plaza",Osmanabad,"18.3074605,75.9890916",18.3074605,75.9890916,,,,,,,,
1378,"Yeddore Toll
Plaza",Mysore,"12.247019,76.883537",12.247019,76.883537,,,,,,,,
1379,"Yelgaon Toll
Plaza","Yelgaon
Village","20.478210,76.209380",20.47821,76.20938,,,,,,,,
1380,Yelkali Toll Plaza,Wardha,"20.802832, 78.597029",20.802832,78.597029,,,,,,,,
1381,"Yerkaram Toll
Plaza",Suryapet,"17.247402,79.580502",17.247402,79.580502,,,,,,,,
1382,"Yerradoddi Toll
Plaza",Anantpur,"14.168016,78.134528",14.168016,78.134528,,,,,,,,
1383,Zidda Toll Plaza,Bhatinda,"30.3848746,74.9829043",30.3848746,74.9829043,,,,,,,,
